"ballot_measure_id","support_oppose","text_of_argument","author","source","date_created"
"27473","Oppose","""The bottom line is, this is a very complex amendment that did not get nearly enough scrutiny during the special session. Changes of this magnitude to the longest article in the state constitution deserve a full public debate, not this smoke and mirrors process that we saw in November.""","Jan Moller, director of Invest in Louisiana","https://www.kplctv.com/2025/02/25/groups-form-anti-amendments-coalition-ahead-march-29-ballot/","2025-02-26"
"27473","Oppose","""The bottom line is, this is a very complex amendment that did not get nearly enough scrutiny during the special session. Changes of this magnitude to the longest article in the state constitution deserve a full public debate, not this smoke and mirrors process that we saw in November.""","Jan Moller, director of Invest in Louisiana","https://www.kplctv.com/2025/02/25/groups-form-anti-amendments-coalition-ahead-march-29-ballot/","2025-02-26"
"27473","Oppose","""The bottom line is, this is a very complex amendment that did not get nearly enough scrutiny during the special session. Changes of this magnitude to the longest article in the state constitution deserve a full public debate, not this smoke and mirrors process that we saw in November.""","Jan Moller, director of Invest in Louisiana","https://www.kplctv.com/2025/02/25/groups-form-anti-amendments-coalition-ahead-march-29-ballot/","2025-02-26"
"27473","Oppose","""The bottom line is, this is a very complex amendment that did not get nearly enough scrutiny during the special session. Changes of this magnitude to the longest article in the state constitution deserve a full public debate, not this smoke and mirrors process that we saw in November.""","Jan Moller, director of Invest in Louisiana","https://www.kplctv.com/2025/02/25/groups-form-anti-amendments-coalition-ahead-march-29-ballot/","2025-02-26"
"27473","Oppose","""The bottom line is, this is a very complex amendment that did not get nearly enough scrutiny during the special session. Changes of this magnitude to the longest article in the state constitution deserve a full public debate, not this smoke and mirrors process that we saw in November.""","Jan Moller, director of Invest in Louisiana","https://www.kplctv.com/2025/02/25/groups-form-anti-amendments-coalition-ahead-march-29-ballot/","2025-02-26"
"27473","Oppose","""The bottom line is, this is a very complex amendment that did not get nearly enough scrutiny during the special session. Changes of this magnitude to the longest article in the state constitution deserve a full public debate, not this smoke and mirrors process that we saw in November.""","Jan Moller, director of Invest in Louisiana","https://www.kplctv.com/2025/02/25/groups-form-anti-amendments-coalition-ahead-march-29-ballot/","2025-02-26"
"27473","Oppose","""The bottom line is, this is a very complex amendment that did not get nearly enough scrutiny during the special session. Changes of this magnitude to the longest article in the state constitution deserve a full public debate, not this smoke and mirrors process that we saw in November.""","Jan Moller, director of Invest in Louisiana","https://www.kplctv.com/2025/02/25/groups-form-anti-amendments-coalition-ahead-march-29-ballot/","2025-02-26"
"27473","Oppose","""The bottom line is, this is a very complex amendment that did not get nearly enough scrutiny during the special session. Changes of this magnitude to the longest article in the state constitution deserve a full public debate, not this smoke and mirrors process that we saw in November.""","Jan Moller, director of Invest in Louisiana","https://www.kplctv.com/2025/02/25/groups-form-anti-amendments-coalition-ahead-march-29-ballot/","2025-02-26"
"27473","Oppose","""The bottom line is, this is a very complex amendment that did not get nearly enough scrutiny during the special session. Changes of this magnitude to the longest article in the state constitution deserve a full public debate, not this smoke and mirrors process that we saw in November.""","Jan Moller, director of Invest in Louisiana","https://www.kplctv.com/2025/02/25/groups-form-anti-amendments-coalition-ahead-march-29-ballot/","2025-02-26"
"27473","Oppose","""The bottom line is, this is a very complex amendment that did not get nearly enough scrutiny during the special session. Changes of this magnitude to the longest article in the state constitution deserve a full public debate, not this smoke and mirrors process that we saw in November.""","Jan Moller, director of Invest in Louisiana","https://www.kplctv.com/2025/02/25/groups-form-anti-amendments-coalition-ahead-march-29-ballot/","2025-02-26"
"27473","Oppose","""The bottom line is, this is a very complex amendment that did not get nearly enough scrutiny during the special session. Changes of this magnitude to the longest article in the state constitution deserve a full public debate, not this smoke and mirrors process that we saw in November.""","Jan Moller, director of Invest in Louisiana","https://www.kplctv.com/2025/02/25/groups-form-anti-amendments-coalition-ahead-march-29-ballot/","2025-02-26"
"27473","Oppose","""The bottom line is, this is a very complex amendment that did not get nearly enough scrutiny during the special session. Changes of this magnitude to the longest article in the state constitution deserve a full public debate, not this smoke and mirrors process that we saw in November.""","Jan Moller, director of Invest in Louisiana","https://www.kplctv.com/2025/02/25/groups-form-anti-amendments-coalition-ahead-march-29-ballot/","2025-02-26"
"27473","Oppose","""Legislators boiled down Amendment 2 from 109 pages to just 91 words, and used vague and confusing phrases like 'modify operation of certain constitutional funds' and 'make other modifications' when they mean cap the amount the rich pay in taxes while gutting education and transportation funding.""","Say No! to Them All","https://www.notothemall.org/","2025-02-26"
"27473","Oppose","""Legislators boiled down Amendment 2 from 109 pages to just 91 words, and used vague and confusing phrases like 'modify operation of certain constitutional funds' and 'make other modifications' when they mean cap the amount the rich pay in taxes while gutting education and transportation funding.""","Say No! to Them All","https://www.notothemall.org/","2025-02-26"
"27473","Oppose","""Legislators boiled down Amendment 2 from 109 pages to just 91 words, and used vague and confusing phrases like 'modify operation of certain constitutional funds' and 'make other modifications' when they mean cap the amount the rich pay in taxes while gutting education and transportation funding.""","Say No! to Them All","https://www.notothemall.org/","2025-02-26"
"27473","Oppose","""Legislators boiled down Amendment 2 from 109 pages to just 91 words, and used vague and confusing phrases like 'modify operation of certain constitutional funds' and 'make other modifications' when they mean cap the amount the rich pay in taxes while gutting education and transportation funding.""","Say No! to Them All","https://www.notothemall.org/","2025-02-26"
"27473","Oppose","""Legislators boiled down Amendment 2 from 109 pages to just 91 words, and used vague and confusing phrases like 'modify operation of certain constitutional funds' and 'make other modifications' when they mean cap the amount the rich pay in taxes while gutting education and transportation funding.""","Say No! to Them All","https://www.notothemall.org/","2025-02-26"
"27473","Oppose","""Legislators boiled down Amendment 2 from 109 pages to just 91 words, and used vague and confusing phrases like 'modify operation of certain constitutional funds' and 'make other modifications' when they mean cap the amount the rich pay in taxes while gutting education and transportation funding.""","Say No! to Them All","https://www.notothemall.org/","2025-02-26"
"27473","Oppose","""Legislators boiled down Amendment 2 from 109 pages to just 91 words, and used vague and confusing phrases like 'modify operation of certain constitutional funds' and 'make other modifications' when they mean cap the amount the rich pay in taxes while gutting education and transportation funding.""","Say No! to Them All","https://www.notothemall.org/","2025-02-26"
